,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,duration_of_stay
16530,Renaissance Hotel,0,13,2018,August,36,30,2,1,2,0.0,0,BB,USA,TA/TO,0,0,0,F,G,0,No Deposit,36.0,0,Transient,120.79,1,0,3
16531,Renaissance Hotel,0,29,2018,August,35,29,2,2,2,0.0,0,HB,POL,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,165.75,1,2,4
16532,Renaissance Hotel,0,29,2018,August,35,29,2,2,2,0.0,0,HB,POL,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,165.75,0,2,4
16534,Renaissance Hotel,0,1,2018,August,35,29,2,2,2,0.0,0,BB,ESP,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,143.25,1,0,4
16535,Renaissance Hotel,0,211,2018,August,35,26,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,126.57,0,1,7
16536,Renaissance Hotel,0,90,2018,August,36,30,2,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,132.33,0,1,3
16538,Renaissance Hotel,0,35,2018,August,35,29,2,2,2,0.0,0,BB,ROU,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,96.3,0,2,4
16540,Renaissance Hotel,0,236,2018,August,35,28,2,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.6,0,1,5
16541,Renaissance Hotel,0,38,2018,August,35,25,2,6,2,1.0,0,HB,PRT,TA/TO,0,0,0,A,A,2,No Deposit,5.0,0,Transient,142.7,0,1,8
16543,Renaissance Hotel,1,200,2018,September,37,7,3,7,2,0.0,0,BB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,156.0,0,Contract,55.68,0,1,10
16544,Renaissance Hotel,1,200,2018,September,37,7,3,7,1,0.0,0,BB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,156.0,0,Contract,49.3,0,1,10
16545,Renaissance Hotel,1,247,2018,October,41,9,1,2,2,0.0,0,FB,ESP,TA/TO,0,1,0,A,A,0,Non Refund,68.0,0,Transient,81.0,0,0,3
16570,Renaissance Hotel,1,247,2018,October,41,9,1,2,1,0.0,0,FB,ESP,TA/TO,0,1,0,A,A,0,Non Refund,68.0,0,Transient,19.0,0,0,3
16572,Renaissance Hotel,0,57,2018,August,35,27,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,90.38,0,0,7
16573,Renaissance Hotel,0,110,2017,June,24,15,2,7,2,0.0,0,BB,IRL,TA/TO,1,0,1,C,C,1,No Deposit,240.0,0,Transient,160.0,0,0,9
16574,Renaissance Hotel,0,26,2018,August,35,29,2,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,85.88,0,0,5
16575,Renaissance Hotel,0,44,2018,August,35,27,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,E,E,0,No Deposit,156.0,0,Contract,92.63,0,0,7
16576,Renaissance Hotel,0,31,2018,August,35,29,2,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,105.2,0,1,5
16577,Renaissance Hotel,0,177,2018,August,34,20,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,55.68,0,0,14
16578,Renaissance Hotel,0,139,2018,August,34,20,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,55.68,0,2,14
16580,Renaissance Hotel,0,101,2018,August,35,27,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,65.5,0,0,7
16581,Renaissance Hotel,0,23,2018,August,35,23,4,7,3,0.0,0,BB,RUS,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0,Transient,218.3,0,1,11
16582,Renaissance Hotel,0,78,2018,August,35,25,2,7,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,196.0,0,Transient,105.5,0,1,9
16584,Renaissance Hotel,0,26,2018,September,36,1,0,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,146.0,0,2,2
16587,Renaissance Hotel,0,6,2018,August,36,31,1,2,2,1.0,0,HB,PRT,TA/TO,0,0,0,C,C,1,No Deposit,241.0,0,Transient,138.6,0,2,3
16589,Renaissance Hotel,0,28,2018,August,35,29,2,3,2,0.0,1,HB,PRT,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,131.4,1,1,5
16590,Renaissance Hotel,0,38,2018,August,35,27,2,5,2,0.0,0,BB,IRL,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,145.0,0,1,7
16591,Renaissance Hotel,0,40,2018,August,35,29,2,3,2,0.0,0,HB,ITA,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,142.0,0,1,5
16592,Renaissance Hotel,0,23,2018,August,35,29,2,3,2,0.0,0,HB,IRL,TA/TO,0,0,0,A,D,0,No Deposit,171.0,0,Transient,110.58,0,0,5
16593,Renaissance Hotel,0,196,2018,September,36,3,0,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,156.0,0,Contract,77.78,0,0,3
16594,Renaissance Hotel,0,31,2018,September,37,6,1,0,2,0.0,0,HB,PRT,TA/TO,0,0,1,D,D,1,No Deposit,175.0,0,Transient,116.4,0,0,1
16595,Renaissance Hotel,0,70,2018,August,36,31,1,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,98.33,1,0,3
16596,Renaissance Hotel,0,17,2018,August,36,30,2,2,2,0.0,0,BB,POL,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,150.5,0,3,4
16597,Renaissance Hotel,0,0,2018,September,36,2,0,1,2,1.0,0,BB,ESP,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,161.0,1,0,1
16598,Renaissance Hotel,0,134,2018,August,35,29,2,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,140.0,0,2,5
16599,Renaissance Hotel,0,64,2018,August,36,30,2,2,2,1.0,0,BB,PRT,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,103.2,0,2,4
16600,Renaissance Hotel,0,18,2018,August,35,29,2,3,2,0.0,0,FB,PRT,TA/TO,0,0,0,A,C,0,No Deposit,196.0,0,Transient,143.4,0,1,5
16601,Renaissance Hotel,0,41,2018,September,36,1,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,65.5,0,0,2
16602,Renaissance Hotel,0,23,2018,August,35,29,2,3,2,1.0,0,BB,IRL,TA/TO,0,0,0,A,C,1,No Deposit,156.0,0,Contract,77.79,0,0,5
16603,Renaissance Hotel,0,51,2018,August,35,27,2,5,2,0.0,0,FB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,15.0,0,Transient,160.57,1,2,7
16604,Renaissance Hotel,1,216,2018,October,41,5,2,5,2,0.0,0,BB,PRT,TA/TO,0,1,0,E,E,0,No Deposit,171.0,0,Transient,57.6,0,0,7
16605,Renaissance Hotel,0,57,2018,August,35,29,2,4,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,171.0,0,Transient,101.25,0,0,6
16606,Renaissance Hotel,0,34,2018,August,36,31,1,3,2,0.0,0,BB,BRA,TA/TO,0,0,0,E,F,0,No Deposit,242.0,0,Transient,124.25,0,1,4
16607,Renaissance Hotel,0,55,2018,August,36,30,2,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,119.0,0,1,5
16608,Renaissance Hotel,0,29,2018,August,35,29,2,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,142.0,0,Contract,97.2,0,0,6
16609,Renaissance Hotel,0,61,2018,August,34,18,4,13,2,0.0,0,BB,ARG,TA/TO,0,0,0,E,E,0,No Deposit,66.0,0,Transient,102.0,0,0,17
16610,Renaissance Hotel,0,68,2018,August,36,30,2,3,2,1.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,135.13,1,0,5
16611,Renaissance Hotel,0,219,2018,September,36,3,0,1,2,0.0,0,BB,NLD,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,110.7,0,2,1
16612,Renaissance Hotel,0,220,2018,September,36,4,0,2,2,0.0,0,BB,NLD,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Group,141.0,0,2,2
16613,Renaissance Hotel,0,36,2018,September,36,2,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,123.0,1,0,2
16614,Renaissance Hotel,0,210,2018,August,35,26,2,7,2,0.0,0,BB,IRL,TA/TO,0,0,0,E,E,0,No Deposit,175.0,0,Transient,87.75,0,0,9
16615,Renaissance Hotel,0,305,2017,August,34,26,4,7,2,0.0,0,BB,IRL,TA/TO,1,0,0,D,D,0,No Deposit,240.0,0,Transient,158.6,0,3,11
16617,Renaissance Hotel,0,37,2018,September,36,2,0,2,3,0.0,0,BB,USA,TA/TO,0,0,0,G,G,3,No Deposit,241.0,0,Transient,117.81,1,1,2
16618,Renaissance Hotel,0,218,2018,September,36,2,0,2,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,123.0,0,1,2
16619,Renaissance Hotel,0,37,2018,August,35,29,2,4,3,0.0,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,186.5,1,0,6
16620,Renaissance Hotel,0,104,2017,June,26,26,1,5,2,0.0,0,BB,PRT,TA/TO,1,0,0,E,F,0,No Deposit,240.0,0,Transient,140.0,1,1,6
16621,Renaissance Hotel,0,27,2018,August,36,30,2,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,134.0,0,Transient,123.5,1,0,5
16622,Renaissance Hotel,0,74,2018,August,35,26,2,7,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,134.0,0,0,9
16623,Renaissance Hotel,0,23,2018,August,35,28,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,122.43,0,1,7
16624,Renaissance Hotel,0,10,2018,August,36,30,2,3,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,121.8,0,0,5
16625,Renaissance Hotel,0,33,2018,August,35,29,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,131.5,1,2,6
16626,Renaissance Hotel,0,27,2018,August,36,31,1,3,4,0.0,0,HB,PRT,Direct,0,0,0,H,H,0,No Deposit,250.0,0,Transient,256.5,0,0,4
16629,Renaissance Hotel,0,52,2018,August,35,29,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Transient,98.29,0,0,7
16630,Renaissance Hotel,0,185,2018,August,35,29,2,5,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,29.0,0,Transient,82.35,0,0,7
16631,Renaissance Hotel,0,101,2018,August,35,29,2,5,2,0.0,0,BB,PRT,Direct,0,0,0,E,E,2,No Deposit,250.0,0,Transient,135.14,0,1,7
16632,Renaissance Hotel,0,36,2018,August,34,22,4,10,2,0.0,0,HB,FRA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,0,Transient,187.33,0,1,14
16633,Renaissance Hotel,0,68,2018,August,36,30,2,4,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,115.0,1,1,6
16634,Renaissance Hotel,0,68,2018,August,36,30,2,4,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,115.0,0,1,6
16635,Renaissance Hotel,0,232,2018,August,34,22,4,10,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0,Contract,67.58,0,1,14
16636,Renaissance Hotel,0,55,2018,September,36,1,0,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,103.05,1,1,4
16637,Renaissance Hotel,0,4,2018,September,36,2,0,3,2,1.0,0,BB,PRT,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0,Transient,161.0,1,0,3
16638,Renaissance Hotel,0,47,2018,August,36,30,2,4,2,0.0,1,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,100.7,1,1,6
16639,Renaissance Hotel,0,71,2018,August,36,30,2,4,2,0.0,0,HB,PRT,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,157.67,1,0,6
16641,Renaissance Hotel,0,142,2018,September,36,2,0,3,2,2.0,0,HB,PRT,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,197.0,1,2,3
16642,Renaissance Hotel,0,199,2018,September,36,3,0,3,2,0.0,0,BB,AUT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,141.0,1,2,3
16643,Renaissance Hotel,0,199,2018,September,36,3,0,3,2,0.0,0,BB,AUT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,141.0,0,2,3
16645,Renaissance Hotel,0,17,2017,January,5,29,2,1,1,0.0,0,BB,ITA,Direct,1,0,1,A,A,0,No Deposit,240.0,0,Transient-Party,49.67,0,1,3
16646,Renaissance Hotel,0,289,2018,September,36,3,0,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,123.0,0,0,3
16649,Renaissance Hotel,0,208,2018,September,36,1,0,5,2,0.0,0,BB,LUX,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,58.95,1,0,5
16652,Renaissance Hotel,0,25,2018,September,36,4,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,146.0,0,1,2
16654,Renaissance Hotel,0,70,2018,August,36,31,1,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,124.0,0,0,6
16655,Renaissance Hotel,0,29,2018,September,36,5,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,H,0,No Deposit,240.0,0,Transient,146.0,0,1,1
16656,Renaissance Hotel,0,199,2018,September,36,3,0,3,1,0.0,0,BB,DEU,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,99.0,2,2,3
16657,Renaissance Hotel,0,59,2018,August,36,30,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,138.86,0,1,7
16659,Renaissance Hotel,0,199,2018,September,36,3,0,3,1,0.0,0,BB,NLD,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,99.0,0,2,3
16660,Renaissance Hotel,0,199,2018,September,36,3,0,3,2,0.0,0,BB,DEU,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,141.0,0,2,3
16662,Renaissance Hotel,0,67,2018,September,36,5,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,113.0,1,1,1
16664,Renaissance Hotel,1,222,2018,September,37,6,4,6,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,110.7,0,1,10
16665,Renaissance Hotel,0,186,2018,September,36,4,1,2,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,C,0,No Deposit,5.0,0,Transient-Party,52.2,0,1,3
16666,Renaissance Hotel,0,186,2018,September,36,4,1,2,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,C,0,No Deposit,2.0,0,Contract,49.3,0,0,3
16670,Renaissance Hotel,0,189,2018,August,36,31,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Transient,104.98,0,0,7
16671,Renaissance Hotel,0,288,2018,September,36,2,1,4,2,0.0,0,BB,CZE,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0,Transient-Party,141.0,0,0,5
16672,Renaissance Hotel,0,288,2018,September,36,2,1,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,110.7,0,0,5
16673,Renaissance Hotel,0,288,2018,September,36,2,1,4,2,0.0,0,BB,CZE,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,110.7,0,0,5
16676,Renaissance Hotel,0,290,2018,September,36,4,1,2,1,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,110.7,0,0,3
16679,Renaissance Hotel,0,289,2018,September,36,3,1,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,3,No Deposit,240.0,0,Transient-Party,110.7,0,0,4
16680,Renaissance Hotel,0,182,2018,September,36,3,1,3,1,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,134.0,0,Transient,71.55,0,0,4
16682,Renaissance Hotel,0,288,2018,September,36,2,1,4,2,0.0,0,BB,BEL,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,110.7,0,0,5
16684,Renaissance Hotel,0,186,2018,September,36,4,1,2,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,E,0,No Deposit,5.0,0,Transient-Party,52.2,0,1,3
16686,Renaissance Hotel,0,15,2018,September,36,5,1,1,3,0.0,0,BB,PRT,TA/TO,0,0,0,D,F,2,No Deposit,240.0,0,Transient,159.5,1,1,2
16688,Renaissance Hotel,1,250,2018,September,37,9,2,5,2,0.0,0,BB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,0,7
16689,Renaissance Hotel,0,99,2018,September,36,1,2,5,2,0.0,0,BB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,120.71,0,0,7
16690,Renaissance Hotel,0,199,2018,August,35,28,4,7,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0,Contract,87.75,0,1,11
16691,Renaissance Hotel,0,242,2018,September,36,1,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,160.0,1,2,7
16692,Renaissance Hotel,0,242,2018,September,36,1,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,154.0,0,2,7
16693,Renaissance Hotel,0,225,2018,September,36,3,2,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,152.0,0,2,5
16694,Renaissance Hotel,1,240,2018,November,45,6,2,6,2,0.0,0,HB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,59.4,0,1,8
16699,Renaissance Hotel,0,218,2018,September,36,1,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,58.95,0,1,7
16701,Renaissance Hotel,0,202,2018,September,36,1,2,5,2,0.0,0,HB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0,Contract,77.78,0,1,7
16702,Renaissance Hotel,0,205,2018,September,36,3,2,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,58.95,0,1,5
16704,Renaissance Hotel,0,244,2018,September,36,2,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient-Party,57.0,0,0,7
16705,Renaissance Hotel,0,215,2018,August,36,31,3,6,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0,Contract,67.58,0,1,9
16707,Renaissance Hotel,0,78,2018,August,36,30,4,6,3,0.0,0,BB,GBR,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,168.4,0,1,10
16708,Renaissance Hotel,0,262,2017,July,27,2,2,2,3,0.0,0,BB,GBR,Direct,1,0,1,E,E,0,No Deposit,250.0,0,Transient,139.35,0,1,4
16712,Renaissance Hotel,0,208,2018,September,36,1,2,6,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,1,8
16713,Renaissance Hotel,0,160,2017,July,28,9,4,5,2,0.0,0,BB,PRT,TA/TO,1,0,1,A,A,0,No Deposit,240.0,0,Transient,146.67,1,1,9
16714,Renaissance Hotel,0,243,2018,September,36,2,2,5,2,0.0,0,HB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,69.0,0,Contract,77.78,0,0,7
16718,Renaissance Hotel,0,183,2018,September,36,1,2,6,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,123.0,0,1,8
16723,Renaissance Hotel,0,244,2018,September,36,2,2,5,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient,57.0,0,0,7
16724,Renaissance Hotel,0,71,2018,September,36,2,2,5,2,2.0,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,163.0,1,0,7
16727,Renaissance Hotel,0,244,2018,September,36,2,2,5,1,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient,0.0,0,0,7
16728,Renaissance Hotel,0,14,2018,September,37,7,1,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,157.82,1,1,2
16729,Renaissance Hotel,0,158,2018,September,37,8,0,1,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,A,1,No Deposit,251.0,0,Transient,68.5,0,0,1
16732,Renaissance Hotel,0,206,2018,September,36,5,2,3,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,58.95,0,0,5
16733,Renaissance Hotel,0,199,2018,September,37,6,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0,Transient,71.55,0,2,4
16734,Renaissance Hotel,0,286,2018,August,36,31,3,7,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,55.68,0,0,10
16735,Renaissance Hotel,0,266,2019,June,25,13,3,7,2,0.0,0,BB,GBR,TA/TO,1,0,1,A,A,1,No Deposit,40.0,0,Contract,53.85,0,0,10
16736,Renaissance Hotel,0,199,2018,September,37,6,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0,Transient,71.55,0,1,4
16737,Renaissance Hotel,0,153,2018,September,36,3,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,E,0,No Deposit,243.0,0,Contract,77.58,0,0,7
16745,Renaissance Hotel,0,25,2018,September,37,7,1,2,2,0.0,0,BB,ARG,TA/TO,0,0,0,A,C,0,No Deposit,142.0,0,Transient,104.8,0,1,3
16746,Renaissance Hotel,0,89,2018,September,37,8,0,2,2,2.0,0,BB,CN,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,137.0,0,1,2
16747,Renaissance Hotel,0,89,2018,September,37,8,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0,Transient,97.0,0,1,2
16748,Renaissance Hotel,0,242,2018,September,36,1,2,7,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,58.95,0,0,9
16749,Renaissance Hotel,0,242,2018,September,36,1,2,7,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,58.95,0,0,9
16751,Renaissance Hotel,0,194,2018,September,36,1,2,8,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,142.0,0,Contract,71.55,0,0,10
16752,Renaissance Hotel,0,216,2018,August,36,30,4,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,67.58,0,1,12
16753,Renaissance Hotel,0,352,2018,August,36,31,3,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,1,No Deposit,40.0,0,Contract,67.58,0,0,11
16755,Renaissance Hotel,0,35,2018,September,37,7,1,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,198.0,0,3,4
16756,Renaissance Hotel,0,27,2018,September,37,7,1,3,2,0.0,0,BB,PRT,Direct,0,0,0,A,C,0,No Deposit,250.0,0,Transient,122.75,0,0,4
16757,Renaissance Hotel,0,160,2018,September,37,7,1,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,106.5,1,1,4
16759,Renaissance Hotel,0,117,2018,September,37,7,1,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,122.0,0,3,4
16760,Renaissance Hotel,0,37,2018,September,37,7,1,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,186.0,1,2,4
16761,Renaissance Hotel,0,5,2018,September,37,7,1,3,2,1.0,0,HB,PRT,Direct,0,0,0,A,C,1,No Deposit,250.0,0,Transient,167.75,0,1,4
16763,Renaissance Hotel,0,14,2018,September,37,7,1,3,2,2.0,0,BB,IRL,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,171.25,1,1,4
16764,Renaissance Hotel,0,10,2019,January,4,21,1,3,2,0.0,0,BB,IRL,TA/TO,1,0,1,A,G,0,No Deposit,8.0,0,Transient,59.1,1,1,4
16765,Renaissance Hotel,0,218,2018,September,36,1,2,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Contract,80.33,0,0,10
16767,Renaissance Hotel,0,243,2018,September,36,4,2,5,2,1.0,0,FB,PRT,TA/TO,0,0,0,A,C,0,No Deposit,156.0,0,Contract,132.19,0,1,7
16768,Renaissance Hotel,1,258,2018,September,38,17,0,2,2,0.0,0,HB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,245.0,0,Transient-Party,87.0,0,0,2
16769,Renaissance Hotel,1,221,2018,October,41,10,1,1,2,0.0,0,HB,PRT,TA/TO,0,1,0,A,A,0,No Deposit,208.0,0,Transient,34.0,0,0,2
16776,Renaissance Hotel,0,246,2018,September,36,5,2,5,2,0.0,0,BB,SWE,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient-Party,58.95,0,1,7
16777,Renaissance Hotel,0,239,2018,August,35,29,4,10,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0,Contract,77.78,0,1,14
16779,Renaissance Hotel,0,32,2018,September,37,6,2,4,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,100.87,0,1,6
16781,Renaissance Hotel,0,52,2018,September,37,6,2,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,F,1,No Deposit,149.0,0,Transient,97.5,0,0,6
16782,Renaissance Hotel,0,32,2018,September,37,7,1,4,2,0.0,0,HB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,179.4,0,2,5
